key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
allen_QB_BUF,Josh Allen,QB,BUF,35,4719,14,10,517,,,,,5,,,,,,,,,,,,
mahomes_QB_KC,Patrick Mahomes,QB,KC,39,5130,9,2,150,,,,,1,,,,,,,,,,,,
jackson_QB_BAL,Lamar Jackson,QB,BAL,29,3106,15,7,1249,,,,,4,,,,,,,,,,,,
herbert_QB_LAC,Justin Herbert,QB,LAC,31,4794,14,8,271,,,,,1,,,,,,,,,,,,
murray_QB_ARI,Kyler Murray,QB,ARI,29,4141,16,7,719,,,,,3,,,,,,,,,,,,
rodgers_QB_GB,Aaron Rodgers,QB,GB,38,4463,8,2,164,,,,,3,,,,,,,,,,,,
wilson_QB_SEA,Russell Wilson,QB,SEA,36,4310,15,2,443,,,,,3,,,,,,,,,,,,
brady_QB_TB,Tom Brady,QB,TB,37,4902,15,3,33,,,,,1,,,,,,,,,,,,
prescott_QB_DAL,Dak Prescott,QB,DAL,32,4836,15,4,278,,,,,4,,,,,,,,,,,,
tannehill_QB_TEN,Ryan Tannehill,QB,TEN,32,3907,10,5,265,,,,,2,,,,,,,,,,,,
lawrence_QB_JAX,Trevor Lawrence,QB,JAX,26,4179,13,3,436,,,,,1,,,,,,,,,,,,
hurts_QB_PHI,Jalen Hurts,QB,PHI,22,3330,16,6,890,,,,,3,,,,,,,,,,,,
lance_QB_SF,Trey Lance,QB,SF,25,3876,17,4,585,,,,,2,,,,,,,,,,,,
fields_QB_CHI,Justin Fields,QB,CHI,26,3843,17,4,554,,,,,3,,,,,,,,,,,,
cousins_QB_MIN,Kirk Cousins,QB,MIN,32,4442,15,1,115,,,,,4,,,,,,,,,,,,
burrow_QB_CIN,Joe Burrow,QB,CIN,28,4310,14,3,244,,,,,3,,,,,,,,,,,,
tagovailoa_QB_MIA,Tua Tagovailoa,QB,MIA,29,4240,16,3,199,,,,,1,,,,,,,,,,,,
ryan_QB_ATL,Matt Ryan,QB,ATL,29,4753,17,2,134,,,,,5,,,,,,,,,,,,
carr_QB_LV,Derek Carr,QB,LV,29,4352,13,3,120,,,,,6,,,,,,,,,,,,
stafford_QB_LAR,Matthew Stafford,QB,LAR,28,4748,13,0,145,,,,,3,,,,,,,,,,,,
winston_QB_NO,Jameis Winston,QB,NO,32,4017,20,1,233,,,,,4,,,,,,,,,,,,
fitzpatrick_QB_WSH,Ryan Fitzpatrick,QB,WSH,24,4057,21,6,339,,,,,1,,,,,,,,,,,,
wentz_QB_IND,Carson Wentz,QB,IND,27,3889,14,4,320,,,,,7,,,,,,,,,,,,
bridgewater_QB_DEN,Teddy Bridgewater,QB,DEN,27,4008,18,3,280,,,,,2,,,,,,,,,,,,
mayfield_QB_CLE,Baker Mayfield,QB,CLE,29,3953,14,2,178,,,,,3,,,,,,,,,,,,
wilson_QB_NYJ,Zach Wilson,QB,NYJ,23,3853,16,3,472,,,,,2,,,,,,,,,,,,
roethlisberger_QB_PIT,Ben Roethlisberger,QB,PIT,30,4187,15,0,32,,,,,1,,,,,,,,,,,,
darnold_QB_CAR,Sam Darnold,QB,CAR,23,4144,18,6,218,,,,,4,,,,,,,,,,,,
jones_QB_NE,Mac Jones,QB,NE,26,4320,15,1,68,,,,,1,,,,,,,,,,,,
jones_QB_NYG,Daniel Jones,QB,NYG,22,3490,16,2,461,,,,,5,,,,,,,,,,,,
goff_QB_DET,Jared Goff,QB,DET,23,4230,16,2,67,,,,,4,,,,,,,,,,,,
taylor_QB_HOU,Tyrod Taylor,QB,HOU,17,3169,11,0,51,,,,,1,,,,,,,,,,,,
hill_QB_NO,Taysom Hill,QB,NO,1,185,1,6,468,,,,,4,,,,,,,,,,,,
watson_QB_HOU,Deshaun Watson,QB,HOU,6,1117,4,1,102,,,,,1,,,,,,,,,,,,
garoppolo_QB_SF,Jimmy Garoppolo,QB,SF,4,701,3,0,31,,,,,1,,,,,,,,,,,,
dalton_QB_CHI,Andy Dalton,QB,CHI,2,329,2,0,22,,,,,0,,,,,,,,,,,,
henne_QB_KC,Chad Henne,QB,KC,1,188,0,0,19,,,,,0,,,,,,,,,,,,
gabbert_QB_TB,Blaine Gabbert,QB,TB,1,184,0,0,16,,,,,0,,,,,,,,,,,,
