key,name,pos,team,bye,adp,pass_tds,kick_0_19,rush_tds,kick_50,reception_tds,fumbles,pass_ints,df_points_allowed_per_game,rush_yds,receptions,kick_30_39,df_sacks,df_fumbles,pass_yds,df_safeties,kick_extra_points,df_ints,two_pts,df_tds,kick_20_29,reception_yds,kick_40_49
brown_WR_BAL,Marquise Brown,WR,BAL,8.0,183.5,,,0.1,,3.8,1.0,0.0,,56.0,39.0,,,,,,,,,,,602.5,
anderson_RB_DET,C.J. Anderson,RB,DET,5.0,183.8,,,4.2,,0.2,0.3,,,533.5,8.2,,,,,,,,,,,65.5,
goedert_TE_PHI,Dallas Goedert,TE,PHI,10.0,183.8,,,0.0,,3.8,0.0,,,0.3,32.5,,,,,,,,,,,339.3,
cowboys_DST_DAL,Cowboys,DST,DAL,8.0,183.8,,,,,,10.7,,21.5,,,,38.3,10.7,,0.3,,12.6,,2.1,,,
smith_WR_NO,Tre'Quan Smith,WR,NO,9.0,185.3,,,0.0,,3.6,0.0,0.0,,6.2,32.2,,,,,,,,,,,434.0,
goodwin_WR_SF,Marquise Goodwin,WR,SF,4.0,186.0,,,0.0,,4.3,0.0,0.0,,16.1,42.0,,,,,,,,,,,649.7,
foles_QB_JAC,Nick Foles,QB,JAC,10.0,186.7,21.0,,1.0,,,1.0,14.0,,37.0,,,,,4080.0,,,,,,,,
darnold_QB_NYJ,Sam Darnold,QB,NYJ,4.0,187.0,23.2,,1.8,,,1.7,16.7,,189.8,,,,,3650.0,,,,0.8,,,,
patriots_DST_NE,Patriots,DST,NE,10.0,187.8,,,,,,10.2,,19.2,,,,35.8,10.2,,0.3,,15.5,,2.3,,,
mattison_RB_MIN,Alexander Mattison,RB,MIN,12.0,189.0,,,2.6,,0.5,1.2,,,352.5,14.0,,,,,,,,0.0,,,114.1,
thompson_RB_KC,Darwin Thompson,RB,KC,12.0,190.0,,,1.5,,1.0,1.0,,,173.0,16.5,,,,,,,,,,,169.5,
richard_RB_OAK,Jalen Richard,RB,OAK,6.0,191.3,,,1.2,,1.1,2.5,,,253.2,47.3,,,,,,,,,,,410.1,
vinatieri_K_IND,Adam Vinatieri,K,IND,6.0,191.8,,0.2,,2.0,,,,,,,7.8,,,,,40.5,,,,7.6,,7.7
chiefs_DST_KC,Chiefs,DST,KC,12.0,192.0,,,,,,11.4,,22.2,,,,40.2,11.4,,0.3,,14.0,,2.3,,,
rosas_K_NYG,Aldrick Rosas,K,NYG,11.0,193.0,,0.2,,1.6,,,,,,,9.3,,,,,30.4,,,,7.5,,7.9
doyle_TE_IND,Jack Doyle,TE,IND,6.0,193.3,,,0.0,,3.9,2.0,0.0,,0.5,58.5,,,,,,,,,,,540.0,
eagles_DST_PHI,Eagles,DST,PHI,10.0,193.5,,,,,,9.8,,20.5,,,,40.6,9.8,,0.3,,12.6,,1.9,,,
wilson_WR_MIA,Albert Wilson,WR,MIA,5.0,194.0,,,0.1,,4.2,0.5,0.0,,45.1,55.5,,,,,,,,,,,683.1,
brown_RB_LAR,Malcolm Brown,RB,LAR,9.0,194.7,,,1.4,,0.4,0.7,,,236.2,6.0,,,,,,,,,,,41.3,
crosby_K_GB,Mason Crosby,K,GB,11.0,196.3,,0.3,,2.0,,,,,,,8.4,,,,,30.4,,,,6.6,,9.1
thomas_WR_NE,Demaryius Thomas,WR,NE,10.0,196.5,,,0.0,,2.4,0.0,0.0,,0.4,31.1,,,,,,,,,,,382.9,
haskins_QB_WAS,Dwayne Haskins,QB,WAS,10.0,197.3,11.9,,1.1,,,0.8,11.3,,97.4,,,,,2260.1,,,,0.9,,,,
sanu_WR_ATL,Mohamed Sanu,WR,ATL,9.0,197.7,,,0.1,,4.2,0.5,0.0,,34.5,65.2,,,,,,,,,,,803.0,
isabella_WR_ARI,Andy Isabella,WR,ARI,12.0,198.5,,,0.0,,2.6,0.0,,,15.2,35.3,,,,,,,,,,,434.2,
andrews_TE_BAL,Mark Andrews,TE,BAL,8.0,199.0,,,0.0,,3.9,0.0,,,1.8,41.1,,,,,,,,,,,574.1,
humphries_WR_TEN,Adam Humphries,WR,TEN,11.0,199.0,,,0.0,,3.1,0.5,0.0,,15.5,57.4,,,,,,,,,,,608.8,
samuel_WR_SF,Deebo Samuel,WR,SF,4.0,199.0,,,0.0,,2.8,1.0,,,13.7,37.4,,,,,,,,,,,502.4,
gould_K_SF,Robbie Gould,K,SF,4.0,199.0,,0.2,,1.1,,,,,,,9.8,,,,,37.6,,,,7.7,,9.0
brown_WR_BUF,John Brown,WR,BUF,6.0,200.0,,,0.0,,3.8,0.0,0.0,,3.5,36.8,,,,,,,,,,,581.6,
elliott_K_PHI,Jake Elliott,K,PHI,10.0,200.8,,0.2,,1.3,,,,,,,7.8,,,,,33.7,,,,6.8,,8.4
stills_WR_MIA,Kenny Stills,WR,MIA,5.0,201.5,,,0.0,,4.7,1.0,0.0,,1.0,46.9,,,,,,,,,,,724.7,
parker_WR_MIA,Devante Parker,WR,MIA,5.0,201.5,,,0.0,,3.2,0.0,0.0,,0.3,46.2,,,,,,,,,,,616.7,
tavecchio_K_ATL,Giorgio Tavecchio,K,ATL,9.0,202.8,,0.2,,2.2,,,,,,,7.4,,,,,34.5,,,,7.1,,7.5
crowder_WR_NYJ,Jamison Crowder,WR,NYJ,4.0,203.3,,,0.0,,3.8,0.5,,,28.3,52.9,,,,,,,,,,,640.9,
myers_K_SEA,Jason Myers,K,SEA,11.0,205.0,,0.3,,1.8,,,,,,,8.3,,,,,34.1,,,,6.2,,7.5
foster_WR_BUF,Robert Foster,WR,BUF,6.0,206.0,,,0.0,,3.7,0.0,,,0.3,36.4,,,,,,,,,,,587.0,
maher_K_DAL,Brett Maher,K,DAL,8.0,206.5,,0.1,,2.2,,,,,,,8.1,,,,,32.9,,,,8.0,,7.4
badgley_K_LAC,Michael Badgley,K,LAC,12.0,207.0,,0.4,,1.4,,,,,,,8.5,,,,,34.0,,,,7.1,,9.5
hamilton_WR_DEN,DaeSean Hamilton,WR,DEN,10.0,207.5,,,0.0,,4.2,1.0,0.0,,0.9,60.6,,,,,,,,,,,662.3,
mcmanus_K_DEN,Brandon McManus,K,DEN,10.0,208.0,,0.6,,1.1,,,,,,,7.5,,,,,27.8,,,,6.3,,7.7
brown_WR_TEN,A.J. Brown,WR,TEN,11.0,208.0,,,0.0,,3.1,0.0,0.0,,7.5,40.9,,,,,,,,,,,536.2,
fitzpatrick_QB_MIA,Ryan Fitzpatrick,QB,MIA,5.0,208.0,5.6,,0.7,,,0.5,5.5,,75.9,,,,,906.4,,,,0.9,,,,
thompson_RB_WAS,Chris Thompson,RB,WAS,10.0,208.3,,,1.5,,2.0,1.1,,,305.6,53.3,,,,,,,,,,,430.1,
cobb_WR_DAL,Randall Cobb,WR,DAL,8.0,210.3,,,0.0,,3.1,0.5,0.0,,15.3,46.3,,,,,,,,,,,506.7,
prater_K_DET,Matt Prater,K,DET,5.0,210.5,,0.4,,1.8,,,,,,,9.6,,,,,28.8,,,,7.0,,8.1
bernard_RB_CIN,Giovani Bernard,RB,CIN,9.0,210.7,,,2.1,,0.6,1.0,,,260.7,31.4,,,,,,,,,,,240.0,
seahawks_DST_SEA,Seahawks,DST,SEA,11.0,212.0,,,,,,11.7,,22.1,,,,36.2,11.7,,0.3,,13.4,,2.2,,,
steelers_DST_PIT,Steelers,DST,PIT,7.0,212.3,,,,,,9.6,,21.2,,,,44.7,9.6,,0.3,,13.4,,2.0,,,
edmonds_RB_ARI,Chase Edmonds,RB,ARI,12.0,213.0,,,1.8,,0.5,0.7,,,245.8,13.5,,,,,,,,0.0,,,99.7,
bills_DST_BUF,Bills,DST,BUF,6.0,213.3,,,,,,11.1,,21.8,,,,35.8,11.1,,0.3,,16.5,,2.5,,,
jones_WR_BUF,Zay Jones,WR,BUF,6.0,214.3,,,0.0,,5.1,0.0,0.0,,2.0,43.4,,,,,,,,,,,569.6,
colts_DST_IND,Colts,DST,IND,6.0,214.5,,,,,,11.3,,21.3,,,,41.9,11.3,,0.3,,13.7,,2.0,,,
edwards_RB_BAL,Gus Edwards,RB,BAL,8.0,215.0,,,2.9,,0.0,0.5,,,532.0,2.3,,,,,,,,0.5,,,19.9,
dalton_QB_CIN,Andy Dalton,QB,CIN,9.0,221.0,23.9,,0.7,,,1.1,14.6,,129.9,,,,,3685.9,,,,,,,,
boswell_K_PIT,Chris Boswell,K,PIT,7.0,221.0,,0.3,,1.1,,,,,,,7.5,,,,,38.2,,,,6.8,,7.4
eifert_TE_CIN,Tyler Eifert,TE,CIN,9.0,221.3,,,0.0,,3.6,0.0,0.0,,0.6,40.3,,,,,,,,,,,472.8,
mariota_QB_TEN,Marcus Mariota,QB,TEN,11.0,222.3,17.7,,2.6,,,1.6,12.2,,360.7,,,,,3228.7,,,,0.5,,,,
gesicki_TE_MIA,Mike Gesicki,TE,MIA,5.0,224.5,,,0.0,,2.0,2.0,0.0,,0.4,35.8,,,,,,,,,,,378.1,
witten_TE_DAL,Jason Witten,TE,DAL,8.0,224.7,,,0.0,,3.6,1.0,0.0,,0.4,46.8,,,,,,,,,,,456.2,
yeldon_RB_BUF,T.J. Yeldon,RB,BUF,6.0,225.0,,,0.9,,1.2,0.6,,,186.1,22.1,,,,,,,,0.0,,,189.8,
flacco_QB_DEN,Joe Flacco,QB,DEN,10.0,228.3,18.4,,0.7,,,0.8,12.0,,67.5,,,,,3388.8,,,,1.0,,,,
bailey_K_MIN,Dan Bailey,K,MIN,12.0,228.3,,0.3,,0.9,,,,,,,9.4,,,,,26.1,,,,6.6,,7.4
giants_DST_NYG,Giants,DST,NYG,11.0,230.0,,,,,,8.5,,23.1,,,,34.1,8.5,,0.3,,14.2,,1.7,,,
ginn_WR_NO,Ted Ginn,WR,NO,9.0,231.0,,,0.2,,4.1,0.5,0.0,,59.8,45.6,,,,,,,,,,,659.4,
mcguire_RB_NYJ,Elijah McGuire,RB,NYJ,4.0,231.0,,,1.5,,1.0,0.8,,,200.2,15.0,,,,,,,,0.6,,,132.0,
raiders_DST_OAK,Raiders,DST,OAK,6.0,232.0,,,,,,7.9,,26.1,,,,25.2,7.9,,0.2,,13.6,,2.1,,,
agholor_WR_PHI,Nelson Agholor,WR,PHI,10.0,234.0,,,0.0,,3.6,0.5,0.0,,26.9,47.1,,,,,,,,,,,581.7,
jackson_RB_LAC,Justin Jackson,RB,LAC,12.0,235.0,,,0.8,,0.2,0.6,,,166.8,9.1,,,,,,,,0.0,,,79.8,
ers_DST_SF,49ers,DST,SF,4.0,235.5,,,,,,9.5,,24.3,,,,41.2,9.5,,0.8,,11.6,,2.0,,,
anderson_RB_TB,Bruce Anderson,RB,TB,7.0,236.0,,,0.0,,0.0,,,,76.0,9.0,,,,,,,,,,,67.0,
quinn_WR_WAS,Trey Quinn,WR,WAS,10.0,236.5,,,0.1,,3.0,0.0,0.0,,22.4,41.2,,,,,,,,,,,471.4,
panthers_DST_CAR,Panthers,DST,CAR,7.0,237.3,,,,,,11.8,,24.0,,,,39.9,11.8,,0.3,,13.1,,2.1,,,
manning_QB_NYG,Eli Manning,QB,NYG,11.0,238.0,18.4,,0.9,,,2.2,10.4,,21.0,,,,,3379.7,,,,1.3,,,,
pollard_RB_DAL,Tony Pollard,RB,DAL,8.0,238.0,,,1.6,,0.4,1.1,,,201.9,11.7,,,,,,,,0.0,,,97.8,
doctson_WR_WAS,Josh Doctson,WR,WAS,10.0,239.0,,,0.0,,3.0,0.0,0.0,,0.4,47.7,,,,,,,,,,,593.9,
catanzaro_K_NYJ,Chandler Catanzaro,K,NYJ,4.0,241.0,,0.2,,2.0,,,,,,,10.7,,,,,32.3,,,,7.2,,7.3
watson_TE_NE,Benjamin Watson,TE,NE,10.0,241.5,,,0.0,,2.2,0.0,0.0,,0.5,29.8,,,,,,,,,,,352.1,
hauschka_K_BUF,Steven Hauschka,K,BUF,6.0,242.0,,0.1,,1.8,,,,,,,7.9,,,,,27.2,,,,6.1,,7.5
callaway_WR_CLE,Antonio Callaway,WR,CLE,7.0,243.0,,,0.0,,3.7,2.0,,,3.2,37.2,,,,,,,,,0.1,,504.3,
riddick_RB_DET,Theo Riddick,RB,DET,5.0,243.3,,,1.2,,1.0,0.7,,,184.6,40.1,,,,,,,,,,,280.1,
smith_TE_MIN,Irv Smith Jr.,TE,MIN,12.0,244.3,,,0.0,,2.0,1.0,,,0.0,21.5,,,,,,,,,,,220.5,
lee_WR_JAC,Marqise Lee,WR,JAC,10.0,244.7,,,0.0,,3.0,1.0,,,17.0,71.0,,,,,,,,,,,842.0,
robinson_WR_KC,Demarcus Robinson,WR,KC,12.0,246.7,,,0.0,,3.5,0.0,0.0,,0.4,28.8,,,,,,,,,,,392.7,
beasley_WR_BUF,Cole Beasley,WR,BUF,6.0,247.7,,,0.0,,2.5,0.0,0.0,,0.4,47.3,,,,,,,,,,,539.8,
titans_DST_TEN,Titans,DST,TEN,11.0,247.7,,,,,,9.4,,21.1,,,,36.8,9.4,,0.2,,13.9,,2.0,,,
seibert_K_CLE,Austin Seibert,K,CLE,7.0,248.0,,,,0.0,,,,,,,,,,,,39.0,,,,,,9.0
jets_DST_NYJ,Jets,DST,NYJ,4.0,248.7,,,,,,10.0,,22.7,,,,37.2,10.0,,0.3,,13.9,,2.3,,,
burkhead_RB_NE,Rex Burkhead,RB,NE,10.0,249.7,,,2.1,,1.0,1.0,,,190.3,18.0,,,,,,,,,,,163.4,
hurst_TE_BAL,Hayden Hurst,TE,BAL,8.0,252.0,,,0.0,,2.1,0.0,,,0.6,22.9,,,,,,,,,,,288.6,
succop_K_TEN,Ryan Succop,K,TEN,11.0,253.0,,0.8,,1.1,,,,,,,8.6,,,,,31.5,,,,6.4,,7.5
packers_DST_GB,Packers,DST,GB,11.0,253.3,,,,,,8.9,,22.7,,,,40.9,8.9,,0.2,,13.5,,1.7,,,
keenum_QB_WAS,Case Keenum,QB,WAS,10.0,253.5,7.6,,0.4,,,0.2,6.0,,44.3,,,,,1451.2,,,,0.5,,,,
gabriel_WR_CHI,Taylor Gabriel,WR,CHI,6.0,254.0,,,0.1,,2.7,0.5,0.0,,54.4,52.0,,,,,,,,,,,579.5,
gano_K_CAR,Graham Gano,K,CAR,7.0,254.5,,0.4,,1.5,,,,,,,7.5,,,,,35.7,,,,6.6,,7.2
higbee_TE_LAR,Tyler Higbee,TE,LAR,9.0,255.0,,,0.0,,2.1,0.0,0.0,,0.5,24.3,,,,,,,,,,,278.2,
hopkins_K_WAS,Dustin Hopkins,K,WAS,10.0,257.0,,0.6,,3.2,,,,,,,7.0,,,,,27.4,,,,6.7,,7.4
rosen_QB_MIA,Josh Rosen,QB,MIA,5.0,260.7,13.2,,0.8,,,1.4,11.7,,126.8,,,,,2516.6,,,,1.3,,,,
falcons_DST_ATL,Falcons,DST,ATL,9.0,261.0,,,,,,9.1,,23.8,,,,35.3,9.1,,0.2,,14.1,,1.9,,,
carlson_K_OAK,Daniel Carlson,K,OAK,6.0,261.0,,0.1,,1.9,,,,,,,7.2,,,,,27.1,,,,6.3,,8.4
blue_RB_JAC,Alfred Blue,RB,JAC,10.0,263.0,,,3.0,,0.0,1.0,,,442.0,19.0,,,,,,,,,,,135.0,
gore_RB_BUF,Frank Gore,RB,BUF,6.0,263.7,,,2.0,,0.2,0.2,,,465.8,12.7,,,,,,,,0.0,,,105.0,
snell_RB_PIT,Benny Snell Jr.,RB,PIT,7.0,264.0,,,2.0,,0.5,1.0,,,243.0,13.5,,,,,,,,,,,120.5,
love_RB_WAS,Bryce Love,RB,WAS,10.0,264.0,,,2.0,,1.0,1.0,,,304.0,12.0,,,,,,,,,,,114.0,
enunwa_WR_NYJ,Quincy Enunwa,WR,NYJ,4.0,264.3,,,0.0,,2.8,1.0,0.0,,0.8,47.0,,,,,,,,,,,574.1,
dixon_RB_BAL,Kenneth Dixon,RB,BAL,8.0,264.5,,,1.2,,0.1,0.3,,,182.8,8.8,,,,,,,,0.0,,,70.1,
amendola_WR_DET,Danny Amendola,WR,DET,5.0,265.0,,,0.0,,2.7,0.5,0.0,,8.2,59.5,,,,,,,,,,,563.5,
moore_WR_SEA,David Moore,WR,SEA,11.0,265.3,,,0.0,,4.3,0.0,0.0,,2.6,32.6,,,,,,,,,,,504.4,
martin_RB_OAK,Doug Martin,RB,OAK,6.0,265.7,,,2.3,,0.1,1.0,,,288.5,6.4,,,,,,,,0.0,,,43.5,
johnson_WR_PIT,Diontae Johnson,WR,PIT,7.0,266.0,,,0.0,,1.0,,,,0.0,20.0,,,,,,,,,,,256.0,
lambo_K_JAC,Josh Lambo,K,JAC,10.0,267.0,,0.2,,3.9,,,,,,,8.8,,,,,24.0,,,,5.1,,5.3
powell_RB_NYJ,Bilal Powell,RB,NYJ,4.0,269.0,,,1.7,,0.7,0.6,,,364.0,14.2,,,,,,,,,,,121.6,
ridley_WR_CHI,Riley Ridley,WR,CHI,6.0,270.0,,,0.0,,1.0,,,,0.0,13.0,,,,,,,,,,,165.0,
ollison_RB_ATL,Qadree Ollison,RB,ATL,9.0,270.0,,,1.0,,0.0,,,,99.0,2.0,,,,,,,,,,,17.0,
chark_WR_JAC,D.J. Chark,WR,JAC,10.0,271.0,,,0.0,,2.0,3.0,,,0.0,40.0,,,,,,,,,,,508.0,
james_TE_DET,Jesse James,TE,DET,5.0,271.7,,,0.0,,1.0,0.0,,,0.2,16.8,,,,,,,,,,,182.9,
clay_TE_ARI,Charles Clay,TE,ARI,12.0,272.0,,,0.0,,1.4,1.0,0.0,,1.1,30.4,,,,,,,,,,,284.3,
joseph_K_CLE,Greg Joseph,K,CLE,7.0,272.0,,0.2,,1.4,,,,,,,8.5,,,,,35.5,,,,6.6,,6.8
everett_TE_LAR,Gerald Everett,TE,LAR,9.0,273.0,,,0.0,,2.7,0.0,,,2.2,28.2,,,,,,,,,,,314.3,
brate_TE_TB,Cameron Brate,TE,TB,7.0,273.3,,,0.0,,3.3,1.0,,,0.2,31.7,,,,,,,,,,,339.8,
clement_RB_PHI,Corey Clement,RB,PHI,10.0,273.3,,,1.9,,0.2,0.5,,,185.1,13.3,,,,,,,,1.0,,,112.8,
allen_RB_NO,Javorius Allen,RB,NO,9.0,274.0,,,0.8,,0.2,0.1,,,57.6,7.9,,,,,,,,,,,68.2,
arcegawhiteside_WR_PHI,J.J. Arcega-Whiteside,WR,PHI,10.0,274.7,,,0.0,,2.0,,,,0.0,17.0,,,,,,,,,,,225.0,
butler_WR_ARI,Hakeem Butler,WR,ARI,12.0,276.0,,,0.0,,2.0,0.0,,,2.7,23.4,,,,,,,,,,,324.9,
sealsjones_TE_ARI,Ricky Seals-Jones,TE,ARI,12.0,276.5,,,0.0,,1.5,0.0,,,0.2,24.3,,,,,,,,,,,261.1,
lacosse_TE_NE,Matt LaCosse,TE,NE,10.0,277.0,,,0.0,,1.7,0.0,,,0.3,26.0,,,,,,,,,,,284.5,
pringle_WR_KC,Byron Pringle,WR,KC,12.0,278.0,,,0.0,,1.0,,,,0.0,9.0,,,,,,,,,,,108.0,
redskins_DST_WSH,Redskins,DST,WSH,10.0,278.0,,,,,,11.3,,23.2,,,,44.0,11.3,,0.3,,12.8,,2.0,,,
richardson_WR_WAS,Paul Richardson,WR,WAS,10.0,280.5,,,0.1,,3.8,0.0,0.0,,13.1,43.0,,,,,,,,,,,645.4,
anderson_RB_CIN,Rodney Anderson,RB,CIN,9.0,281.0,,,2.0,,1.0,1.0,,,252.0,14.0,,,,,,,,,,,123.0,
waller_TE_OAK,Darren Waller,TE,OAK,6.0,282.5,,,0.0,,2.0,0.5,,,6.8,26.7,,,,,,,,,,,293.0,
ross_WR_CIN,John Ross,WR,CIN,9.0,283.0,,,0.1,,3.2,0.0,0.0,,19.5,32.9,,,,,,,,,,,380.5,
scarlett_RB_CAR,Jordan Scarlett,RB,CAR,7.0,284.0,,,1.0,,0.2,0.2,,,113.5,8.0,,,,,,,,0.0,,,61.0,
dorsett_WR_NE,Phillip Dorsett,WR,NE,10.0,285.3,,,0.0,,2.1,0.0,,,16.4,22.2,,,,,,,,,,,277.5,
lions_DST_DET,Lions,DST,DET,5.0,285.7,,,,,,10.2,,22.3,,,,39.4,10.2,,0.3,,12.7,,2.0,,,
bengals_DST_CIN,Bengals,DST,CIN,9.0,286.0,,,,,,9.2,,23.6,,,,33.3,9.2,,0.3,,14.0,,2.0,,,
ware_RB_IND,Spencer Ware,RB,IND,6.0,287.0,,,1.1,,0.2,0.7,,,157.6,9.7,,,,,,,,0.0,,,84.7,
moore_WR_BAL,Chris Moore,WR,BAL,8.0,288.0,,,0.1,,2.2,0.5,0.0,,22.5,24.3,,,,,,,,,,,295.2,
cardinals_DST_ARI,Cardinals,DST,ARI,12.0,289.3,,,,,,10.4,,24.9,,,,44.3,10.4,,0.8,,11.6,,1.8,,,
snead_WR_BAL,Willie Snead,WR,BAL,8.0,289.3,,,0.0,,2.6,1.0,0.0,,4.7,48.4,,,,,,,,,,,538.6,
uzomah_TE_CIN,C.J. Uzomah,TE,CIN,9.0,289.5,,,0.0,,1.5,0.0,,,0.2,22.2,,,,,,,,,,,239.0,
thomas_TE_CAR,Ian Thomas,TE,CAR,7.0,290.3,,,0.0,,2.0,0.0,,,0.2,29.3,,,,,,,,,,,294.5,
hogan_WR_CAR,Chris Hogan,WR,CAR,7.0,290.3,,,0.0,,2.5,0.0,0.0,,4.7,27.4,,,,,,,,,,,381.2,
hurd_WR_SF,Jalen Hurd,WR,SF,4.0,291.0,,,0.0,,1.0,,,,81.0,17.0,,,,,,,,,,,219.0,
oliver_TE_JAC,Josh Oliver,TE,JAC,10.0,291.0,,,,,2.0,1.0,,,,33.0,,,,,,,,,,,339.0,
williams_WR_MIA,Preston Williams,WR,MIA,5.0,291.0,,,0.0,,1.0,,,,0.0,13.0,,,,,,,,,,,163.0,
heuerman_TE_DEN,Jeff Heuerman,TE,DEN,10.0,293.0,,,0.0,,1.4,0.0,,,0.2,21.0,,,,,,,,,,,211.2,
gonzalez_K_ARI,Zane Gonzalez,K,ARI,12.0,293.0,,0.3,,1.5,,,,,,,8.1,,,,,29.4,,,,5.8,,7.4
jones_QB_NYG,Daniel Jones,QB,NYG,11.0,293.0,3.7,,0.2,,,0.2,3.5,,36.3,,,,,713.0,,,,0.8,,,,
cain_WR_IND,Deon Cain,WR,IND,6.0,294.0,,,0.0,,0.0,,,,0.0,5.0,,,,,,,,,,,64.0,
montgomery_RB_NYJ,Ty Montgomery,RB,NYJ,4.0,295.5,,,1.5,,0.4,2.0,,,164.5,17.2,,,,,,,,,,,144.2,
smith_TE_TEN,Jonnu Smith,TE,TEN,11.0,296.0,,,0.0,,1.1,,,,0.4,13.8,,,,,,,,,,,154.5,
lock_QB_DEN,Drew Lock,QB,DEN,10.0,297.0,3.1,,0.2,,,0.1,2.8,,24.0,,,,,628.5,,,,0.7,,,,
brown_WR_GB,Equanimeous St. Brown,WR,GB,11.0,297.7,,,0.0,,1.8,0.0,,,3.6,23.4,,,,,,,,,,,334.0,
mclaurin_WR_WAS,Terry McLaurin,WR,WAS,10.0,300.0,,,0.0,,1.5,0.0,,,7.2,20.9,,,,,,,,,,,243.0,
buccaneers_DST_TB,Buccaneers,DST,TB,7.0,302.0,,,,,,10.1,,25.5,,,,35.0,10.1,,0.3,,11.1,,1.6,,,
swaim_TE_JAC,Geoff Swaim,TE,JAC,10.0,302.5,,,,,2.0,0.0,,,,47.0,,,,,,,,,,,455.0,
dissly_TE_SEA,Will Dissly,TE,SEA,11.0,303.0,,,0.0,,3.6,0.0,0.0,,1.1,30.0,,,,,,,,,,,410.8,
booker_RB_DEN,Devontae Booker,RB,DEN,10.0,303.5,,,0.8,,0.7,2.0,,,184.3,25.1,,,,,,,,,,,205.7,
dolphins_DST_MIA,Dolphins,DST,MIA,5.0,304.0,,,,,,8.3,,25.5,,,,28.9,8.3,,0.3,,15.3,,2.5,,,
kroft_TE_BUF,Tyler Kroft,TE,BUF,6.0,305.0,,,0.0,,1.3,0.0,,,0.2,16.4,,,,,,,,,,,173.0,
davis_TE_WAS,Vernon Davis,TE,WAS,10.0,307.0,,,,,2.2,0.0,,,0.7,29.7,,,,,,,,,,,385.0,
warring_TE_HOU,Kahale Warring,TE,HOU,10.0,307.0,,,0.0,,1.3,1.0,,,0.6,16.8,,,,,,,,,,,177.9,
renfrow_WR_OAK,Hunter Renfrow,WR,OAK,6.0,309.0,,,0.0,,1.7,0.0,,,3.1,27.0,,,,,,,,,,,301.5,
tannehill_QB_TEN,Ryan Tannehill,QB,TEN,11.0,310.0,1.0,,0.0,,,0.1,1.5,,14.1,,,,,253.5,,,,0.6,,,,
grant_WR_MIA,Jakeem Grant,WR,MIA,5.0,310.0,,,0.0,,1.1,,,,1.3,21.8,,,,,,,,,,,280.2,
gallman_RB_NYG,Wayne Gallman,RB,NYG,11.0,311.0,,,1.6,,0.1,1.2,,,249.1,14.0,,,,,,,,0.0,,,98.9,
juszczyk_RB_SF,Kyle Juszczyk,RB,SF,4.0,311.0,,,0.1,,1.0,1.0,0.0,,18.4,24.9,,,,,,,,,,,231.4,
pineiro_K_CHI,Eddy Pineiro,K,CHI,6.0,312.0,,0.1,,1.3,,,,,,,7.2,,,,,31.6,,,,7.0,,7.4
perriman_WR_TB,Breshad Perriman,WR,TB,7.0,312.5,,,0.0,,2.8,0.0,0.0,,14.6,30.7,,,,,,,,,,,544.9,
smallwood_RB_PHI,Wendell Smallwood,RB,PHI,10.0,312.5,,,1.6,,0.6,0.3,,,246.8,15.8,,,,,,,,0.5,0.1,,141.1,
thomas_TE_HOU,Jordan Thomas,TE,HOU,10.0,313.3,,,0.0,,2.2,0.0,,,0.3,20.7,,,,,,,,,,,225.3,
patrick_WR_DEN,Tim Patrick,WR,DEN,10.0,315.0,,,0.0,,2.0,0.0,,,18.7,28.8,,,,,,,,,,,391.2,
kumerow_WR_GB,Jake Kumerow,WR,GB,11.0,315.0,,,0.0,,1.0,,,,1.0,9.7,,,,,,,,,,,119.6,
treadwell_WR_MIN,Laquon Treadwell,WR,MIN,12.0,316.0,,,0.0,,1.1,,,,0.2,15.4,,,,,,,,,,,171.1,
ateman_WR_OAK,Marcell Ateman,WR,OAK,6.0,317.0,,,0.0,,0.0,,,,0.0,7.0,,,,,,,,,,,81.0,
williams_RB_CIN,Trayveon Williams,RB,CIN,9.0,318.0,,,0.5,,0.2,0.2,,,85.6,5.4,,,,,,,,0.0,,,41.8,
reynolds_WR_LAR,Josh Reynolds,WR,LAR,9.0,320.0,,,0.0,,2.2,0.0,,,22.8,19.5,,,,,,,,,,,270.3,
jarwin_TE_DAL,Blake Jarwin,TE,DAL,8.0,320.0,,,0.0,,1.8,0.0,,,0.2,20.3,,,,,,,,,,,219.6,
wilkins_RB_IND,Jordan Wilkins,RB,IND,6.0,321.0,,,0.0,,0.0,,,,86.0,7.0,,,,,,,,,,,54.0,
knox_TE_BUF,Dawson Knox,TE,BUF,6.0,322.0,,,0.0,,0.7,0.0,,,0.1,11.7,,,,,,,,,,,138.0,
switzer_WR_PIT,Ryan Switzer,WR,PIT,7.0,322.0,,,0.0,,1.0,0.0,,,26.6,18.7,,,,,,,,,0.2,,205.5,
wright_WR_CAR,Jarius Wright,WR,CAR,7.0,323.0,,,0.0,,1.6,0.0,,,18.6,24.9,,,,,,,,,,,294.4,
vannett_TE_SEA,Nick Vannett,TE,SEA,11.0,323.5,,,0.0,,1.3,0.0,,,0.4,17.5,,,,,,,,,,,174.8,
ellington_RB_TB,Andre Ellington,RB,TB,7.0,325.0,,,1.0,,0.0,,,,107.0,12.0,,,,,,,,,,,106.0,
boykin_WR_BAL,Miles Boykin,WR,BAL,8.0,326.5,,,0.0,,1.2,0.0,,,3.7,20.1,,,,,,,,,,,265.9,
